origem,id_origem,pessoa_id
app,usr_11994f84,PES-05949
crm,101055,PES-00328
app,usr_6ecd7546,PES-04290
app,usr_8a4f5010,PES-00343
crm,101056,PES-02189
app,usr_dd55760c,PES-00482
app,usr_372439cb,PES-02145
crm,101057,PES-01593
app,usr_bc2718df,PES-05319
app,usr_11ad711b,PES-04480
app,usr_9fd75c5f,PES-02309
app,usr_d6f8f2ac,PES-01199
crm,101058,PES-01546
crm,101059,PES-01671
crm,101060,PES-03867
crm,101061,PES-02465
crm,101062,PES-05797
crm,101063,PES-04249
crm,101064,PES-01436
app,usr_63925864,PES-00811
loja,Loja Bairro#93,PES-02743
loja,Loja Shopping#111,PES-03768
crm,101065,PES-05275
crm,101066,PES-05750
crm,101067,PES-05071
loja,Loja Bairro#94,PES-02589
crm,101068,PES-01006
crm,101069,PES-03589
crm,101070,PES-00995
crm,101071,PES-05773
app,usr_7893781c,PES-04456
crm,101072,PES-04042
app,usr_1c6cfc77,PES-04940
loja,Loja Bairro#95,PES-00232
app,usr_d45ed5da,PES-01917
loja,Loja Centro#93,PES-05860
app,usr_05dccbfe,PES-02873
crm,101073,PES-04575
crm,101074,PES-05307
crm,101075,PES-00041
app,usr_59b4fa45,PES-05590
app,usr_d63fd449,PES-03299
crm,101076,PES-02212
crm,101077,PES-03246
app,usr_8ceedf18,PES-00803
crm,101078,PES-01130
crm,101079,PES-05605
app,usr_922f9f9c,PES-01500
loja,Loja Centro#94,PES-04706
crm,101080,PES-05070
loja,Loja Bairro#96,PES-00102
app,usr_ca987e49,PES-00425
crm,101081,PES-02444
loja,Loja Centro#95,PES-02585
crm,101082,PES-00445
app,usr_66387509,PES-04792
app,usr_56d4209f,PES-02020
crm,101083,PES-02340
app,usr_14aa983b,PES-04410
crm,101084,PES-04568
crm,101085,PES-00929
crm,101086,PES-00490
crm,101087,PES-04933
crm,101088,PES-03182
loja,Loja Shopping#112,PES-02068
loja,Loja Centro#96,PES-04790
app,usr_a991a605,PES-02016
app,usr_a7f6766b,PES-03295
loja,Loja Shopping#113,PES-03873
crm,101089,PES-01689
crm,101090,PES-03531
loja,Loja Centro#97,PES-05794
app,usr_71a64acb,PES-02147
loja,Loja Centro#98,PES-01206
crm,101091,PES-00252
crm,101092,PES-00245
app,usr_fc680512,PES-05904
crm,101093,PES-01833
crm,101094,PES-02174
loja,Loja Bairro#97,PES-01667
crm,101095,PES-03436
crm,101096,PES-03743
loja,Loja Shopping#114,PES-00792
loja,Loja Bairro#98,PES-01125
app,usr_807f4627,PES-00306
app,usr_ba82741d,PES-01860
crm,101097,PES-01777
crm,101098,PES-01565
crm,101099,PES-02796
loja,Loja Centro#99,PES-02116
crm,101100,PES-00269
loja,Loja Centro#100,PES-01829
crm,101101,PES-03608
crm,101102,PES-04922
loja,Loja Bairro#99,PES-05768
loja,Loja Shopping#115,PES-01080
loja,Loja Bairro#100,PES-03147
crm,101103,PES-02686
loja,Loja Bairro#101,PES-04222
crm,101104,PES-03500
app,usr_51800546,PES-03232
app,usr_53d20b66,PES-00838
crm,101105,PES-04388
crm,101106,PES-00818
app,usr_a63c734f,PES-04315
crm,101107,PES-05310
crm,101108,PES-05427
crm,101109,PES-05513
crm,101110,PES-01150
app,usr_297fe5a5,PES-02460
crm,101111,PES-01228
loja,Loja Bairro#102,PES-04459
app,usr_e0e91d88,PES-00224
crm,101112,PES-02383
crm,101113,PES-05421
crm,101114,PES-01368
app,usr_363fb169,PES-03662
crm,101115,PES-02456
loja,Loja Centro#101,PES-03550
crm,101116,PES-02725
crm,101117,PES-01322
loja,Loja Bairro#103,PES-03136
app,usr_f3624ab0,PES-04568
loja,Loja Bairro#104,PES-04935
crm,101118,PES-03347
app,usr_97c6b428,PES-02813
crm,101119,PES-05128
crm,101120,PES-00726
app,usr_2fe357d9,PES-03241
crm,101121,PES-01224
app,usr_cca5e19c,PES-02597
app,usr_f3f03dc3,PES-05833
app,usr_728a1aab,PES-05490
app,usr_522e1e1f,PES-05838
app,usr_ec713235,PES-05698
loja,Loja Bairro#105,PES-02925
app,usr_7faeaaa9,PES-05231
app,usr_3a8c54e2,PES-01874
crm,101122,PES-05535
crm,101123,PES-01723
crm,101124,PES-02754
crm,101125,PES-00454
crm,101126,PES-00767
app,usr_5235e63c,PES-01171
loja,Loja Shopping#116,PES-03373
app,usr_95851fd2,PES-00512
app,usr_bd2c5193,PES-05463
crm,101127,PES-03491
app,usr_bc99714c,PES-04056
crm,101128,PES-02010
crm,101129,PES-05907
crm,101130,PES-05865
crm,101131,PES-02293
app,usr_7633765f,PES-03528
crm,101132,PES-02918
crm,101133,PES-03398
loja,Loja Bairro#106,PES-04992
crm,101134,PES-02532
crm,101135,PES-03944
loja,Loja Centro#102,PES-05540
loja,Loja Bairro#107,PES-01385
crm,101136,PES-04956
app,usr_60a4a0dc,PES-00672
loja,Loja Shopping#117,PES-03896
app,usr_e61cb6b5,PES-02887
crm,101137,PES-00643
crm,101138,PES-02168
crm,101139,PES-02917
app,usr_8c1b2410,PES-02018
crm,101140,PES-02809
app,usr_19cc33e8,PES-03375
crm,101141,PES-04035
app,usr_9d0054c5,PES-01123
crm,101142,PES-04178
crm,101143,PES-04518
app,usr_6bf50426,PES-05959
app,usr_cd4410b4,PES-02879
loja,Loja Centro#103,PES-05018
loja,Loja Bairro#108,PES-00867
crm,101144,PES-05781
crm,101145,PES-02975
app,usr_1a9bce74,PES-00325
app,usr_d2a3064c,PES-01013
app,usr_5998b270,PES-01897
crm,101146,PES-05679
loja,Loja Bairro#109,PES-05472
app,usr_2e6415d9,PES-01797
crm,101147,PES-04969
crm,101148,PES-01640
loja,Loja Centro#104,PES-03465
app,usr_5bdac3c0,PES-05364
loja,Loja Centro#105,PES-00620
crm,101149,PES-03888
crm,101150,PES-00675
loja,Loja Shopping#118,PES-03367
crm,101151,PES-01876
crm,101152,PES-02612
crm,101153,PES-02445
crm,101154,PES-01737
app,usr_b1c17a44,PES-01801
crm,101155,PES-05363
crm,101156,PES-00508
app,usr_9c5f28eb,PES-00090
crm,101157,PES-05432
app,usr_11c9b0a1,PES-00963
crm,101158,PES-03612
app,usr_e93e7752,PES-05679
crm,101159,PES-01397
loja,Loja Centro#106,PES-02089
app,usr_72337a5b,PES-04972
crm,101160,PES-02282
crm,101161,PES-02844
loja,Loja Shopping#119,PES-02785
app,usr_7c60a46b,PES-00694
crm,101162,PES-04925
crm,101163,PES-01265
app,usr_cf1394fd,PES-00575
crm,101164,PES-05540
app,usr_2406995c,PES-04550
crm,101165,PES-03926
crm,101166,PES-01267
loja,Loja Bairro#110,PES-05991
loja,Loja Bairro#111,PES-02374
crm,101167,PES-04825
loja,Loja Bairro#112,PES-02599
app,usr_5914b985,PES-00876
loja,Loja Shopping#120,PES-03393
crm,101168,PES-00949
crm,101169,PES-00140
crm,101170,PES-05837
app,usr_1c80e53e,PES-03014
loja,Loja Centro#107,PES-00719
app,usr_49121cc2,PES-00370
crm,101171,PES-00541
crm,101172,PES-00137
crm,101173,PES-03324
app,usr_6afb61bc,PES-04516
crm,101174,PES-01771
crm,101175,PES-04432
crm,101176,PES-05936
app,usr_fde349d5,PES-01800
app,usr_87314d48,PES-04189
loja,Loja Shopping#121,PES-03916
app,usr_93a60941,PES-03784
app,usr_f013608d,PES-05000
loja,Loja Shopping#122,PES-01223
crm,101177,PES-01476
app,usr_09d2fd0b,PES-02327
loja,Loja Bairro#113,PES-04263
crm,101178,PES-01501
crm,101179,PES-00585
loja,Loja Centro#108,PES-01573
crm,101180,PES-01718
loja,Loja Bairro#114,PES-05343
crm,101181,PES-04942
loja,Loja Centro#109,PES-03988
crm,101182,PES-05073
crm,101183,PES-02377
crm,101184,PES-04186
crm,101185,PES-03609
app,usr_8e8b7a55,PES-02988
app,usr_7747fbec,PES-00292
app,usr_7ef5bdf9,PES-00295
app,usr_12cc17d3,PES-04651
loja,Loja Centro#110,PES-05719
crm,101186,PES-01850
crm,101187,PES-00273
loja,Loja Bairro#115,PES-00425
crm,101188,PES-00020
crm,101189,PES-00260
crm,101190,PES-04508
crm,101191,PES-01855
crm,101192,PES-05283
crm,101193,PES-01597
loja,Loja Centro#111,PES-00224
crm,101194,PES-04770
crm,101195,PES-00004
app,usr_ce7e01ce,PES-04030
crm,101196,PES-03000
app,usr_bf3094a3,PES-01714
crm,101197,PES-01185
app,usr_0b9fff6f,PES-00435
app,usr_d5f3fc5e,PES-05029
app,usr_043300da,PES-05695
app,usr_238d8872,PES-01064
crm,101198,PES-00927
app,usr_bcfb89f7,PES-00713
app,usr_8daf9b11,PES-02140
app,usr_1d5307ce,PES-01989
app,usr_412f0146,PES-05100
crm,101199,PES-01340
loja,Loja Bairro#116,PES-03080
crm,101200,PES-01619
app,usr_792b0ee7,PES-05416
app,usr_1fbf1d47,PES-03365
crm,101201,PES-02648
app,usr_7cecc744,PES-04497
crm,101202,PES-00664
app,usr_9716df30,PES-01241
app,usr_9e3960da,PES-01858
crm,101203,PES-01127
loja,Loja Bairro#117,PES-02230
crm,101204,PES-03128
loja,Loja Bairro#118,PES-05792
crm,101205,PES-04899
app,usr_1be445c2,PES-02067
app,usr_ce8e8413,PES-04123
crm,101206,PES-04441
crm,101207,PES-05523
app,usr_5fc6d139,PES-00493
crm,101208,PES-04159
app,usr_1af7b369,PES-04563
app,usr_96bf8c2e,PES-04146
crm,101209,PES-05526
loja,Loja Centro#112,PES-00507
crm,101210,PES-04286
crm,101211,PES-02257
crm,101212,PES-00499
crm,101213,PES-05477
app,usr_0f0d2afe,PES-00624
crm,101214,PES-00659
crm,101215,PES-00461
app,usr_0c74a05d,PES-01554
app,usr_99f7f258,PES-03193
app,usr_c0f9282c,PES-00633
app,usr_ebd66913,PES-01960
crm,101216,PES-04493
crm,101217,PES-03223
app,usr_da8306b3,PES-03947
app,usr_5461087e,PES-03333
loja,Loja Bairro#119,PES-00305
crm,101218,PES-02220
crm,101219,PES-00749
crm,101220,PES-02902
loja,Loja Bairro#120,PES-01101
app,usr_02c1a215,PES-00294
loja,Loja Bairro#121,PES-01163
loja,Loja Shopping#123,PES-03596
crm,101221,PES-05558
app,usr_23b6ff28,PES-01647
app,usr_b7d5047d,PES-01479
app,usr_f4f8b147,PES-00906
app,usr_96544491,PES-00217
app,usr_21d98f36,PES-05945
loja,Loja Bairro#122,PES-02237
crm,101222,PES-05532
crm,101223,PES-00320
app,usr_c2918183,PES-02573
app,usr_a87ef33d,PES-00313
crm,101224,PES-01717
app,usr_79cff3b1,PES-04727
crm,101225,PES-03986
crm,101226,PES-00638
app,usr_9fc5d83e,PES-00582
app,usr_9ab6659e,PES-03429
app,usr_81dd7cea,PES-02320
app,usr_ab89f901,PES-01577
crm,101227,PES-00097
crm,101228,PES-04171
crm,101229,PES-04387
app,usr_e8664430,PES-05611
crm,101230,PES-02029
crm,101231,PES-03785
app,usr_68966075,PES-03762
app,usr_e9561724,PES-05069
crm,101232,PES-05327
loja,Loja Shopping#124,PES-03613
crm,101233,PES-00279
crm,101234,PES-01357
app,usr_0d7482e9,PES-01635
app,usr_b632262f,PES-05938
crm,101235,PES-04337
crm,101236,PES-00094
app,usr_6ed98c54,PES-05644
crm,101237,PES-01644
loja,Loja Shopping#125,PES-05449
loja,Loja Centro#113,PES-02972
loja,Loja Centro#114,PES-05661
app,usr_1249177c,PES-05422
loja,Loja Shopping#126,PES-03024
crm,101238,PES-01972
crm,101239,PES-05672
crm,101240,PES-01334
loja,Loja Shopping#127,PES-01374
app,usr_aa45bb5f,PES-05167
loja,Loja Bairro#123,PES-02468
crm,101241,PES-05715
app,usr_9809a9c2,PES-01379
app,usr_2dbe1ee4,PES-03038
crm,101242,PES-05583
app,usr_16ae2c9b,PES-00655
crm,101243,PES-05160
crm,101244,PES-04151
crm,101245,PES-02399
crm,101246,PES-03489
crm,101247,PES-01329
crm,101248,PES-05786
crm,101249,PES-00112
crm,101250,PES-05826
crm,101251,PES-03273
crm,101252,PES-04967
crm,101253,PES-04979
crm,101254,PES-05145
crm,101255,PES-01666
app,usr_2f76aa35,PES-00653
crm,101256,PES-02873
crm,101257,PES-00852
app,usr_de2f5fa8,PES-04401
loja,Loja Centro#115,PES-00666
crm,101258,PES-03835
crm,101259,PES-01164
crm,101260,PES-00498
crm,101261,PES-03443
app,usr_b7485904,PES-04341
crm,101262,PES-02852
loja,Loja Shopping#128,PES-02210
crm,101263,PES-03072
crm,101264,PES-05036
crm,101265,PES-02863
crm,101266,PES-05367
crm,101267,PES-05586
loja,Loja Bairro#124,PES-04191
crm,101268,PES-04967
app,usr_0d59c395,PES-01907
crm,101269,PES-00005
app,usr_cde3421d,PES-04829
crm,101270,PES-05125
crm,101271,PES-02319
crm,101272,PES-00349
loja,Loja Shopping#129,PES-05548
app,usr_cb5817b9,PES-05722
app,usr_fe8b2ab8,PES-05136
loja,Loja Centro#116,PES-01032
crm,101273,PES-04467
crm,101274,PES-00059
app,usr_47b06cdb,PES-05053
loja,Loja Bairro#125,PES-00975
crm,101275,PES-04224
app,usr_d650b4a6,PES-01516
app,usr_7bc86fa2,PES-03737
crm,101276,PES-01755
crm,101277,PES-00350
crm,101278,PES-02698
crm,101279,PES-03982
app,usr_967f2c63,PES-05853
app,usr_2ba7fbfe,PES-01195
crm,101280,PES-02866
crm,101281,PES-01674
crm,101282,PES-02429
app,usr_879ff047,PES-04098
crm,101283,PES-02420
app,usr_62aa5842,PES-04975
crm,101284,PES-03123
crm,101285,PES-04475
app,usr_981bb2ef,PES-04851
app,usr_4efaa4dd,PES-04050
app,usr_adebc482,PES-02382
crm,101286,PES-04226
crm,101287,PES-03224
loja,Loja Centro#117,PES-00466
loja,Loja Bairro#126,PES-00648
loja,Loja Bairro#127,PES-02740
crm,101288,PES-02058
loja,Loja Shopping#130,PES-01882
crm,101289,PES-01895
loja,Loja Bairro#128,PES-02794
crm,101290,PES-03766
crm,101291,PES-05516
crm,101292,PES-05305
crm,101293,PES-00053
app,usr_fb25cb22,PES-05281
crm,101294,PES-00167
crm,101295,PES-05844
app,usr_1416b770,PES-03839
app,usr_4dc7cf6a,PES-02159
crm,101296,PES-03079
crm,101297,PES-00891
crm,101298,PES-01496
crm,101299,PES-03988
app,usr_cd21fb96,PES-04711
crm,101300,PES-03033
app,usr_777ffd3c,PES-03775
app,usr_05280538,PES-00251
crm,101301,PES-01799
crm,101302,PES-00918
crm,101303,PES-02074
crm,101304,PES-02573
crm,101305,PES-00268
app,usr_e4a1d57a,PES-01222
crm,101306,PES-01482
app,usr_673be328,PES-04390
crm,101307,PES-05621
crm,101308,PES-05531
crm,101309,PES-04678
crm,101310,PES-04512
crm,101311,PES-04476
app,usr_da0d6530,PES-04498
app,usr_0af4da55,PES-05994
crm,101312,PES-04199
crm,101313,PES-04173
crm,101314,PES-05879
crm,101315,PES-02141
crm,101316,PES-02132
crm,101317,PES-03317
app,usr_f8c4fa51,PES-01767
crm,101318,PES-01345
crm,101319,PES-02270
crm,101320,PES-00936
crm,101321,PES-05144
crm,101322,PES-04948
crm,101323,PES-01903
crm,101324,PES-05815
crm,101325,PES-02090
crm,101326,PES-04990
crm,101327,PES-05763
app,usr_efc7d881,PES-05618
loja,Loja Shopping#131,PES-04218
loja,Loja Bairro#129,PES-05879
crm,101328,PES-04549
loja,Loja Shopping#132,PES-05399
crm,101329,PES-04072
app,usr_bf9c378e,PES-02008
app,usr_bc8edbd0,PES-04043
crm,101330,PES-05065
crm,101331,PES-04158
app,usr_efcf239d,PES-02193
crm,101332,PES-03591
crm,101333,PES-02733
app,usr_0d553906,PES-02378
app,usr_a67b2d65,PES-03992
loja,Loja Shopping#133,PES-02131
crm,101334,PES-00730
app,usr_8fcf0bac,PES-04230
crm,101335,PES-00869
app,usr_cbb158be,PES-03296
loja,Loja Bairro#130,PES-01146
crm,101336,PES-03198
crm,101337,PES-00523
crm,101338,PES-05905
crm,101339,PES-00666
crm,101340,PES-01660
loja,Loja Centro#118,PES-05376
crm,101341,PES-01062
crm,101342,PES-04197
loja,Loja Centro#119,PES-01227
crm,101343,PES-04148
crm,101344,PES-03360
crm,101345,PES-04189
crm,101346,PES-05976
loja,Loja Bairro#131,PES-02668
app,usr_b6776afe,PES-01988
crm,101347,PES-03562
app,usr_64150d32,PES-05877
loja,Loja Shopping#134,PES-02910
crm,101348,PES-03724
app,usr_d858be41,PES-01243
loja,Loja Bairro#132,PES-02079
loja,Loja Centro#120,PES-05386
loja,Loja Shopping#135,PES-05676
loja,Loja Centro#121,PES-05544
app,usr_49b0d592,PES-02133
crm,101349,PES-01162
loja,Loja Bairro#133,PES-03893
crm,101350,PES-02617
crm,101351,PES-01926
crm,101352,PES-03448
crm,101353,PES-00292
app,usr_7dd18b0f,PES-02559
app,usr_86f8d8a3,PES-01977
loja,Loja Shopping#136,PES-03336
app,usr_9b5746a8,PES-01947
crm,101354,PES-03226
app,usr_bdfb1004,PES-05150
loja,Loja Centro#122,PES-02802
crm,101355,PES-05704
app,usr_e32ef811,PES-05332
crm,101356,PES-01439
crm,101357,PES-02690
crm,101358,PES-01159
crm,101359,PES-03582
app,usr_98e8fd98,PES-00735
app,usr_f1bbba99,PES-02918
loja,Loja Shopping#137,PES-00441
crm,101360,PES-00364
app,usr_9647b2d6,PES-04636
crm,101361,PES-02295
app,usr_66e52f18,PES-04696
app,usr_0df64243,PES-04614
app,usr_ff330ea2,PES-04359
loja,Loja Centro#123,PES-00360
crm,101362,PES-04450
app,usr_a9a72441,PES-01339
crm,101363,PES-05520
app,usr_2f57c65e,PES-04373
crm,101364,PES-03868
crm,101365,PES-01361
app,usr_ec978222,PES-04436
crm,101366,PES-03384
crm,101367,PES-01591
crm,101368,PES-03066
app,usr_03cc12d1,PES-05554
crm,101369,PES-01088
crm,101370,PES-00014
crm,101371,PES-04064
crm,101372,PES-03653
crm,101373,PES-05938
loja,Loja Bairro#134,PES-03914
crm,101374,PES-04490
app,usr_f59c2269,PES-01618
app,usr_a4e1cc50,PES-04495
crm,101375,PES-04822
app,usr_750122e7,PES-00239
crm,101376,PES-05736
crm,101377,PES-01468
crm,101378,PES-05536
loja,Loja Centro#124,PES-04456
crm,101379,PES-04398
app,usr_d1b1a906,PES-00643
crm,101380,PES-03166
app,usr_fbecaf37,PES-04838
app,usr_c99ccd75,PES-04268
crm,101381,PES-03312
app,usr_85797f9e,PES-00612
loja,Loja Centro#125,PES-04658
app,usr_c5934a35,PES-05090
crm,101382,PES-04507
app,usr_4a0c16e0,PES-02924
app,usr_dd23e540,PES-04641
crm,101383,PES-01862
loja,Loja Shopping#138,PES-01036
loja,Loja Bairro#135,PES-04177
app,usr_470b0eea,PES-00698
app,usr_3160d394,PES-01109
crm,101384,PES-05085
app,usr_d6faab88,PES-02365
app,usr_68a63396,PES-04115
app,usr_7f67f25e,PES-04864
crm,101385,PES-02483
app,usr_c8f8dc9c,PES-04986
app,usr_8d9ece92,PES-01141
crm,101386,PES-05135
crm,101387,PES-04414
crm,101388,PES-01032
crm,101389,PES-04122
app,usr_b20de813,PES-04208
app,usr_4bc0d3ec,PES-03252
crm,101390,PES-01063
crm,101391,PES-05949
crm,101392,PES-02786
crm,101393,PES-05262
loja,Loja Bairro#136,PES-04668
app,usr_98be73e7,PES-02478
crm,101394,PES-03133
crm,101395,PES-05476
crm,101396,PES-01177
app,usr_9359bede,PES-00436
crm,101397,PES-05075
crm,101398,PES-01087
crm,101399,PES-02326
crm,101400,PES-03439
crm,101401,PES-04783
loja,Loja Shopping#139,PES-03190
crm,101402,PES-02067
loja,Loja Bairro#137,PES-02776
app,usr_d6667165,PES-02285
loja,Loja Centro#126,PES-01654
app,usr_0c5a01e1,PES-05064
crm,101403,PES-05543
crm,101404,PES-00652
crm,101405,PES-01583
app,usr_0c68dfe7,PES-04110
crm,101406,PES-04088
crm,101407,PES-05054
crm,101408,PES-00421
crm,101409,PES-01067
app,usr_5c1b52ce,PES-04193
app,usr_7d42c7f0,PES-03512
app,usr_e0fd6540,PES-03459
crm,101410,PES-04298
app,usr_b0b318b8,PES-04908
crm,101411,PES-05805
crm,101412,PES-02596
app,usr_92475de9,PES-05089
crm,101413,PES-02207
crm,101414,PES-03143
crm,101415,PES-03681
loja,Loja Centro#127,PES-02317
loja,Loja Bairro#138,PES-01554
app,usr_f374e556,PES-05328
crm,101416,PES-04581
loja,Loja Shopping#140,PES-03165
app,usr_e9a427ab,PES-05447
crm,101417,PES-04163
crm,101418,PES-01538
app,usr_ac12d995,PES-04354
crm,101419,PES-01456
app,usr_ec513b02,PES-00722
app,usr_93778803,PES-02165
app,usr_db9e6e31,PES-02719
app,usr_f3a1eef5,PES-02527
crm,101420,PES-05788
app,usr_fa58268c,PES-00081
loja,Loja Bairro#139,PES-05011
crm,101421,PES-04569
app,usr_b97595bc,PES-02752
loja,Loja Shopping#141,PES-00986
crm,101422,PES-05146
crm,101423,PES-00234
loja,Loja Bairro#140,PES-01434
crm,101424,PES-04973
app,usr_f12ba0df,PES-00445
crm,101425,PES-01624
crm,101426,PES-01454
crm,101427,PES-02050
crm,101428,PES-01857
crm,101429,PES-01616
loja,Loja Bairro#141,PES-05392
crm,101430,PES-02366
app,usr_11ea41d1,PES-04475
crm,101431,PES-00812
loja,Loja Bairro#142,PES-03530
crm,101432,PES-03731
app,usr_2f20f2cb,PES-03765
crm,101433,PES-03021
crm,101434,PES-04574
crm,101435,PES-05840
app,usr_6e80e7d7,PES-03561
app,usr_6c2341c3,PES-00551
crm,101436,PES-01369
crm,101437,PES-04355
crm,101438,PES-05350
crm,101439,PES-04852
loja,Loja Centro#128,PES-05186
crm,101440,PES-02749
crm,101441,PES-01845
app,usr_0ace88c8,PES-02508
crm,101442,PES-05255
app,usr_57d4abe3,PES-00893
crm,101443,PES-04625
crm,101444,PES-03107
app,usr_351097d9,PES-05166
loja,Loja Centro#129,PES-02063
loja,Loja Centro#130,PES-03208
crm,101445,PES-02476
crm,101446,PES-03146
loja,Loja Bairro#143,PES-01623
crm,101447,PES-03894
crm,101448,PES-02039
loja,Loja Centro#131,PES-05620
app,usr_286f6991,PES-04013
loja,Loja Bairro#144,PES-03419
loja,Loja Shopping#142,PES-02090
crm,101449,PES-04068
crm,101450,PES-03468
app,usr_add599a5,PES-05526
crm,101451,PES-03220
crm,101452,PES-05849
crm,101453,PES-02919
crm,101454,PES-05094
crm,101455,PES-03139
app,usr_6fccb92f,PES-03651
crm,101456,PES-02471
crm,101457,PES-00841
crm,101458,PES-04118
app,usr_a87c2e91,PES-03639
crm,101459,PES-05588
loja,Loja Bairro#145,PES-05423
crm,101460,PES-00884
app,usr_919d7d5c,PES-02841
app,usr_54ac9a88,PES-03274
loja,Loja Shopping#143,PES-04974
crm,101461,PES-03878
app,usr_1a304a35,PES-01667
crm,101462,PES-02034
app,usr_2f84323c,PES-05474
loja,Loja Centro#132,PES-03945
crm,101463,PES-03665
loja,Loja Centro#133,PES-00227
crm,101464,PES-03186
app,usr_c468b5f5,PES-02057
app,usr_9599d381,PES-00971
app,usr_02e25da0,PES-04361
app,usr_2839e3a6,PES-05508
crm,101465,PES-03120
crm,101466,PES-02616
app,usr_24e0bcdf,PES-00077
crm,101467,PES-03123
app,usr_4571fdda,PES-03564
crm,101468,PES-00147
app,usr_a5ee09eb,PES-04458
app,usr_0185a561,PES-05327
crm,101469,PES-03332
app,usr_16169875,PES-00289
crm,101470,PES-03221
app,usr_4773c66f,PES-05292
loja,Loja Centro#134,PES-05752
crm,101471,PES-00973
crm,101472,PES-04353
crm,101473,PES-01753
app,usr_851e24aa,PES-04823
app,usr_c132e260,PES-01957
app,usr_0daabd13,PES-03559
app,usr_ac618991,PES-04979
crm,101474,PES-05988
app,usr_d07ebbc7,PES-02094
crm,101475,PES-04446
app,usr_9a7e7f6b,PES-02269
app,usr_c5723926,PES-02652
loja,Loja Shopping#144,PES-00418
app,usr_6ff87654,PES-03165
crm,101476,PES-02751
app,usr_314fe86a,PES-03215
crm,101477,PES-04495
crm,101478,PES-05076
crm,101479,PES-04857
app,usr_c903c7a3,PES-01674
crm,101480,PES-05003
crm,101481,PES-03643
crm,101482,PES-01685
app,usr_dc8cf6c4,PES-03540
app,usr_d6878d0c,PES-04267
app,usr_9db896bb,PES-02354
crm,101483,PES-00465
app,usr_828dedae,PES-01739
app,usr_fda88723,PES-05019
crm,101484,PES-00665
loja,Loja Shopping#145,PES-00477
crm,101485,PES-01046
loja,Loja Bairro#146,PES-00740
crm,101486,PES-02962
app,usr_b2c92fc5,PES-04732
crm,101487,PES-05638
crm,101488,PES-00074
crm,101489,PES-02336
loja,Loja Bairro#147,PES-05035
crm,101490,PES-01155
loja,Loja Centro#135,PES-00907
loja,Loja Shopping#146,PES-03212
loja,Loja Centro#136,PES-00471
app,usr_248cd17e,PES-02223
crm,101491,PES-03574
app,usr_9f982fe1,PES-03177
app,usr_6d2fdd22,PES-03635
app,usr_ddfab689,PES-03711
app,usr_c8498ae1,PES-04501
app,usr_b91457a7,PES-02195
crm,101492,PES-05224
loja,Loja Bairro#148,PES-05831
app,usr_0b0cc977,PES-04138
crm,101493,PES-00501
crm,101494,PES-01998
crm,101495,PES-04810
app,usr_75aac995,PES-01637
crm,101496,PES-03938
crm,101497,PES-04001
crm,101498,PES-01096
app,usr_efe61fce,PES-05605
crm,101499,PES-02598
crm,101500,PES-02328
crm,101501,PES-02316
app,usr_8d58db4e,PES-03786
crm,101502,PES-04577
crm,101503,PES-00757
crm,101504,PES-05793
app,usr_f828fa47,PES-04096
crm,101505,PES-04321
app,usr_6247cbcb,PES-00115
crm,101506,PES-00143
app,usr_10902a75,PES-01569
crm,101507,PES-03537
crm,101508,PES-03824
crm,101509,PES-01161
app,usr_eb85db60,PES-02987
crm,101510,PES-03641
crm,101511,PES-03445
crm,101512,PES-02368
app,usr_fb4c8021,PES-00286
crm,101513,PES-01047
crm,101514,PES-05218
loja,Loja Centro#137,PES-01182
crm,101515,PES-00462
crm,101516,PES-01527
loja,Loja Shopping#147,PES-04799
app,usr_51b8fe38,PES-04269
app,usr_417f84da,PES-02003
loja,Loja Centro#138,PES-00947
app,usr_c55323a9,PES-03881
crm,101517,PES-01194
crm,101518,PES-03891
crm,101519,PES-04485
loja,Loja Bairro#149,PES-02740
crm,101520,PES-01697
crm,101521,PES-01170
crm,101522,PES-04406
crm,101523,PES-02858
crm,101524,PES-03142
crm,101525,PES-01040
app,usr_75555c97,PES-04399
app,usr_3c2b7c96,PES-00877
crm,101526,PES-04983
crm,101527,PES-04673
loja,Loja Shopping#148,PES-01317
app,usr_da234392,PES-02525
loja,Loja Shopping#149,PES-05455
loja,Loja Bairro#150,PES-03868
app,usr_abe57a24,PES-03311
crm,101528,PES-01883
crm,101529,PES-04154
app,usr_90ab4b27,PES-01933
app,usr_4ee14ebf,PES-04883
app,usr_1c245988,PES-05156
app,usr_c7b61808,PES-03289
crm,101530,PES-01783
crm,101531,PES-05297
crm,101532,PES-05379
app,usr_ef79e161,PES-05999
app,usr_433e8293,PES-02372
app,usr_3480fbf0,PES-01040
crm,101533,PES-03829
loja,Loja Shopping#150,PES-02877
crm,101534,PES-01011
crm,101535,PES-03925
crm,101536,PES-04499
app,usr_8f914330,PES-05062
crm,101537,PES-01781
app,usr_f598fdf0,PES-02206
crm,101538,PES-01202
crm,101539,PES-04150
crm,101540,PES-00239
app,usr_4c3c8551,PES-05960
app,usr_1579a0b2,PES-05805
crm,101541,PES-04619
crm,101542,PES-02561
app,usr_051da7d0,PES-00273
crm,101543,PES-00089
crm,101544,PES-03008
loja,Loja Centro#139,PES-00421
crm,101545,PES-00993
app,usr_89ce82af,PES-02776
app,usr_d99d2956,PES-05933
crm,101546,PES-02839
crm,101547,PES-02503
crm,101548,PES-00710
crm,101549,PES-01902
crm,101550,PES-05038
